Lot Area,Year Built,Bsmt Unf SF,Total Bsmt SF,1st Flr SF,2nd Flr SF,Gr Liv Area,Full Bath,Half Bath,Bedroom AbvGr,TotRms AbvGrd,Fireplaces,Garage Cars,Garage Area,SalePrice
9571,1958,1276,1276,1276,0,1276,1,0,3,5,0,1,350,60
9350,1946,405,747,892,747,1639,1,1,3,6,1,1,240,154.4
9340,1941,328,672,672,0,672,1,0,2,4,0,1,234,113
7440,1954,916,1089,1089,0,1089,1,0,3,5,1,1,252,125
11500,1957,0,0,845,0,845,1,0,3,5,0,1,290,84
4235,1984,104,1049,1049,0,1049,2,0,2,5,0,1,266,139.5
11409,1949,476,768,1148,568,1716,1,1,3,8,1,1,281,131
9060,1939,356,560,698,560,1258,1,0,2,6,0,1,280,105
9084,1940,755,755,755,755,1510,1,0,4,7,1,1,296,108
10778,1990,308,1054,1061,0,1061,1,1,1,4,0,2,462,162
19255,1983,0,520,1338,0,1338,1,1,2,5,1,2,576,156.5
12327,1983,55,1496,1496,636,2132,1,1,1,5,1,2,612,316.6
14684,1990,1496,2158,2196,0,2196,2,0,3,7,1,3,701,271.9
9317,1993,227,740,1006,769,1775,2,1,3,7,1,2,425,213
10560,1993,605,1079,1079,800,1879,2,1,3,8,1,2,473,239.9
9828,1995,544,1128,1142,878,2020,2,1,3,8,1,2,466,239.5
26400,1880,0,0,1288,728,2016,1,0,4,7,1,2,576,131
7018,1979,0,0,1535,0,1535,2,0,4,8,0,2,410,118.964
7018,1979,0,1086,1224,0,1224,0,2,2,6,2,2,528,153.337
7018,1979,0,0,1114,1114,2228,2,0,6,8,0,2,720,147.983
7018,1979,0,0,1535,0,1535,2,0,4,8,0,2,400,118.858
7018,1979,0,0,1535,0,1535,2,0,4,8,0,2,400,118.858
7018,1979,0,0,1120,1120,2240,2,0,6,12,0,2,528,142.953
7040,1979,0,1094,1229,0,1229,0,2,2,6,2,2,672,148.325
7007,1979,0,0,1513,0,1513,2,0,4,8,0,2,400,113.722
11855,2000,348,1168,1168,1619,2787,4,2,6,8,2,4,820,269.5
7939,2000,348,1168,1168,1619,2787,4,2,6,8,2,4,820,269.5
7976,2000,348,1168,1168,1619,2787,4,2,6,8,2,4,820,269.5
10933,2009,534,1555,1680,0,1680,1,1,1,8,1,3,1138,323.262
10637,2007,417,1705,1718,0,1718,2,0,3,7,1,3,826,297
10226,2008,1622,1622,1630,0,1630,2,0,3,8,1,3,860,295.493
10816,2008,616,1720,1720,0,1720,2,0,3,8,1,3,846,332
9178,2008,1468,1468,1468,0,1468,2,0,3,6,1,3,904,239.9
10769,2007,846,866,866,902,1768,2,1,3,7,0,2,578,212
11422,2007,479,1838,1838,0,1838,2,0,3,7,2,2,524,272.5
11923,2007,1800,1800,1800,0,1800,2,0,2,7,0,2,702,239
8814,2006,270,1604,1604,0,1604,2,1,3,8,1,2,660,220
6762,2007,380,1282,1290,0,1290,2,0,2,6,1,2,662,200
10324,2008,382,1254,1254,0,1254,2,0,2,5,0,3,810,221.8
7314,2007,508,1232,1232,0,1232,2,0,2,6,0,2,632,194.5
11645,2005,1474,1498,1498,0,1498,2,0,3,7,1,3,844,237
11646,2005,704,704,704,718,1422,2,1,3,7,1,2,440,173
12800,1989,0,1518,1644,0,1644,2,0,2,5,1,2,569,275
16698,1992,649,1449,944,815,1759,2,1,3,7,1,2,525,233.5
28698,1967,0,1013,1160,966,2126,2,1,3,7,0,2,538,185
12464,1996,308,1040,1040,0,1040,1,0,3,6,0,2,576,152
9757,1994,235,990,990,0,990,1,0,3,5,0,1,440,143
15426,1997,107,928,928,836,1764,2,1,3,7,0,2,470,231.5
10667,1996,70,799,827,834,1661,2,1,3,6,1,2,550,212
14753,1998,513,1463,1463,0,1463,2,0,3,5,0,2,539,207
10859,1994,1097,1097,1097,0,1097,1,1,3,6,0,2,672,145
8072,1994,244,990,990,0,990,1,0,3,5,0,2,480,138
10400,1998,866,866,866,913,1779,2,1,3,6,0,2,546,197.9
10335,1999,811,1490,1501,0,1501,2,0,3,6,0,2,577,204
9017,1999,871,1431,1431,0,1431,2,0,3,6,0,2,666,192
8750,1998,322,928,928,844,1772,2,1,3,7,1,2,492,200
8935,2002,831,831,831,829,1660,2,1,3,7,0,2,493,195
9808,2002,785,1573,1573,0,1573,2,0,3,6,0,2,544,227
12420,2001,278,944,944,896,1840,2,1,3,6,0,2,622,230
16285,2001,1413,1413,1430,0,1430,2,0,3,6,0,2,605,187.1
10739,2002,172,1431,1444,0,1444,2,0,3,6,0,2,577,203
11166,2001,1468,1492,1492,0,1492,2,0,3,6,1,2,608,201
8430,1978,424,1040,1040,0,1040,2,0,3,5,0,0,0,124
16269,1978,282,907,907,0,907,1,0,3,5,0,1,343,140
6950,1979,132,914,914,0,914,1,0,2,5,0,2,444,134.9
8800,1977,364,1040,1040,0,1040,2,0,3,5,0,2,484,150.5
7000,1978,218,864,864,0,864,1,0,3,6,0,1,336,136.5
9286,1977,1072,1268,1268,0,1268,1,1,3,5,0,1,252,143.5
15523,1972,404,864,864,0,864,1,0,3,5,1,1,338,133.5
7200,1972,117,894,894,0,894,1,0,2,6,0,2,600,123
7200,1972,108,768,768,0,768,1,0,2,5,0,1,396,133.9
8445,1972,112,768,768,0,768,1,0,2,5,0,2,396,133
11664,2002,335,1569,1611,0,1611,2,0,3,6,0,3,1231,250
12334,2003,1068,1068,1068,1116,2184,2,1,4,8,1,2,570,254.75
11838,2001,1753,1753,1788,0,1788,2,0,3,7,1,2,522,236.5
11885,2001,309,1299,1299,573,1872,2,1,3,7,1,2,531,261.5
11050,2000,536,1440,1476,677,2153,2,1,3,8,2,3,736,313
8749,2002,840,840,840,885,1725,2,1,3,6,0,2,550,198.5
11250,2001,944,944,944,926,1870,2,1,3,6,0,2,608,211
15750,1999,216,1462,1513,0,1513,2,0,2,5,1,2,521,220
11883,1996,814,1504,1504,0,1504,2,0,3,6,1,2,478,203
12782,2002,462,1822,1828,0,1828,2,0,3,7,1,2,523,279.5
8750,1997,306,1417,1417,0,1417,2,0,3,7,1,2,511,210
9375,1997,318,1057,1057,977,2034,2,1,3,8,0,2,645,219.5
8750,1996,880,880,909,807,1716,2,1,2,7,1,2,512,191
9100,2001,1212,1212,1212,0,1212,2,0,3,6,0,2,573,178
9750,2000,1630,1630,1630,0,1630,2,0,3,6,1,2,451,213
4435,2003,163,848,848,0,848,1,0,1,4,0,2,420,144
4435,2003,163,848,848,0,848,1,0,1,4,0,2,420,140
10200,2007,100,1578,1602,0,1602,2,0,3,7,1,3,810,293.2
9313,2004,864,864,864,864,1728,2,1,3,7,0,2,572,190
8487,2004,1480,1500,1500,0,1500,2,0,3,6,0,2,570,190
8633,2005,545,738,738,738,1476,2,1,3,7,0,2,540,173.5
11069,2007,608,608,608,788,1396,2,1,3,6,1,2,440,170
8777,1949,0,0,1126,0,1126,2,0,2,5,0,2,520,108
9937,1964,849,1486,1486,0,1486,1,0,3,7,0,2,480,167
8877,1938,126,816,816,0,816,1,0,2,3,1,1,288,100
7301,2003,0,0,495,1427,1922,3,0,4,7,1,2,672,198.5
7950,1977,155,690,698,728,1426,1,1,3,6,0,2,440,159.5
10682,1960,615,1014,1149,0,1149,1,0,3,7,0,1,544,127
7200,1976,410,1041,1125,0,1125,1,0,3,6,1,1,352,125
13286,2007,464,1698,1698,0,1698,2,0,3,8,1,3,768,320
3675,2005,0,547,1072,0,1072,1,0,2,5,0,2,525,145.5
9405,1947,698,698,698,0,698,1,0,2,4,0,0,0,118
6410,1959,301,876,876,0,876,1,0,3,5,0,1,320,85
11767,1950,0,1078,1368,0,1368,1,0,3,6,0,1,195,120
8405,1945,0,0,1088,441,1529,2,0,4,9,0,1,240,98
4060,1922,864,864,864,0,864,1,0,2,4,0,0,0,99.9
10206,1952,0,0,944,0,944,1,0,2,4,0,2,528,82
10926,1959,1678,1678,1678,0,1678,2,0,6,10,0,0,0,119.9
11767,1956,604,1150,1560,0,1560,1,0,2,7,1,1,313,103.5
8926,1956,672,672,960,0,960,1,0,3,5,0,1,288,112
12354,1920,684,684,684,512,1196,1,0,3,7,0,2,528,110
8212,1941,94,720,854,444,1298,1,0,3,6,2,1,256,122
10998,1941,156,984,984,620,1604,2,0,3,6,0,2,660,117
6300,1938,0,832,832,436,1268,1,1,3,7,2,1,250,160
4500,1932,611,793,848,672,1520,1,0,3,6,0,1,281,159.434
8400,1920,0,290,438,0,438,1,0,1,3,0,1,246,60
9900,1940,778,778,944,545,1489,2,0,3,7,1,1,240,139.5
15863,1920,301,824,1687,998,3082,2,1,5,12,2,2,672,197
5707,1935,583,583,647,595,1242,1,1,3,6,1,1,180,105
7804,1928,500,1122,1328,653,1981,2,0,4,7,2,2,576,135
8574,1916,816,816,1232,0,1232,1,0,3,6,1,2,440,147.5
6171,1925,712,976,1160,448,1608,2,1,3,7,1,1,216,137.45
7200,1936,0,560,575,560,1135,1,0,3,6,0,2,576,155
7558,1928,896,896,1172,741,1913,1,1,3,9,1,2,342,177
6292,1928,861,861,877,600,1477,2,0,3,6,1,1,216,145
7155,1918,600,600,628,600,1228,1,0,3,6,1,1,215,137
10918,1926,1276,1276,1276,804,2080,1,1,3,9,2,1,282,234
13680,1940,112,840,840,727,1567,1,1,2,6,2,2,440,205
7500,1942,224,771,753,741,1494,1,0,3,7,2,1,213,177.5
9600,1940,300,728,976,332,1308,1,1,2,7,2,1,256,160
14680,1960,480,1273,1273,0,1273,1,0,2,5,0,1,307,155
13360,1921,163,876,964,0,964,1,0,2,5,0,2,432,163.5
7681,1921,731,731,820,523,1343,1,1,3,7,1,1,186,154.9
8145,1940,674,920,1240,1240,2480,2,1,5,13,2,2,400,205
9100,1954,264,1112,1112,0,1112,1,0,2,6,1,1,390,144.8
12000,1941,429,704,860,704,1564,1,1,3,7,1,1,234,174.5
13339,1960,621,1561,1561,0,1561,2,0,3,6,1,2,463,193
15600,1949,248,1067,986,537,1523,2,0,3,7,1,1,295,158
14000,1950,1092,1092,1152,0,1152,1,0,3,6,1,1,300,158.5
17500,1954,91,1310,1906,0,1906,1,1,3,6,2,2,576,224
1733,1980,516,516,516,516,1032,1,0,2,5,1,2,452,115
1488,1980,90,561,561,668,1229,1,1,2,5,1,2,462,137
1612,1980,561,561,561,668,1229,1,1,2,5,1,2,462,121
1300,1980,276,561,561,668,1229,1,1,2,5,1,2,462,124
13607,1986,118,572,1182,800,1982,2,1,3,6,1,2,501,208
17597,1971,581,1803,2365,0,2365,2,0,3,7,2,2,551,315
21695,1988,72,880,1680,0,1680,2,0,3,5,1,2,540,222
10690,1920,216,672,672,672,1344,1,0,3,6,0,1,468,147
8660,1900,760,760,928,928,2168,2,0,5,11,0,2,576,123
6402,1920,596,596,596,596,1192,1,0,3,6,0,1,189,78
8470,1915,1013,1013,1013,0,1526,1,0,2,6,0,0,0,85
10200,1925,572,572,572,0,572,1,0,2,4,0,1,200,75
3843,2007,120,1596,1648,0,1648,2,0,2,5,1,2,482,230
21780,1910,0,0,810,0,810,1,0,1,4,0,1,280,57.625
10125,2000,412,1107,1040,1012,2052,2,1,3,7,1,3,642,251
12822,2003,83,1434,1518,631,2149,1,1,1,6,1,2,670,239.686
12118,2004,1710,1710,1710,0,1710,2,0,3,7,1,2,550,240
12209,2001,114,804,804,1157,1961,2,1,3,7,1,2,560,215
9750,1977,135,902,926,0,926,1,0,2,5,1,1,351,156.45
9360,1977,0,957,1287,0,1287,1,1,2,5,2,2,541,173
10125,1977,0,0,1302,432,1734,2,0,4,8,0,2,539,126
9947,1990,577,1188,1217,0,1217,2,0,3,6,0,2,497,173
11070,1991,1527,1582,1595,0,1595,2,0,2,5,0,2,672,152
14375,1958,354,819,1344,0,1344,1,0,3,7,1,2,525,137.5
215245,1965,80,2136,2036,0,2036,2,0,3,8,2,2,513,375
12898,2007,598,1620,1620,0,1620,2,0,2,6,1,3,912,315.5
13159,2009,846,846,846,846,1692,2,1,3,6,0,2,650,224.5
13438,2008,432,2190,2036,0,2036,2,0,3,9,1,3,780,410
14463,2008,526,1641,1641,0,1641,2,0,3,7,0,3,885,316.5
8925,2007,1450,1466,1466,0,1466,2,0,3,7,0,3,610,201
11457,1988,387,1392,1412,0,1412,2,0,3,6,1,2,576,175
9839,1980,250,712,1375,862,2237,2,1,3,7,1,2,440,204
14419,1987,117,1645,1479,0,1479,2,1,3,7,1,2,578,213.5
6853,2001,262,1267,1296,0,1296,2,0,2,6,0,2,471,220
9157,2003,912,912,1072,942,2014,2,1,3,9,0,2,486,170
14601,2006,578,1838,1838,0,1838,2,0,2,8,1,3,765,315
12633,2007,338,1978,1978,0,1978,2,0,2,7,1,3,920,425
12518,1968,476,1008,1008,0,1008,1,0,3,6,0,1,384,139.5
21750,1960,0,0,1771,0,1771,1,0,3,9,1,2,336,115
4500,1998,338,1204,1204,0,1204,2,0,2,5,0,2,412,162
4500,1999,341,1224,1224,0,1224,2,0,2,5,0,2,402,165
1596,1973,0,462,526,462,988,1,0,2,5,0,1,297,91
9858,1968,354,864,874,0,874,1,0,3,5,0,1,288,130
1526,1970,115,630,630,0,630,1,0,1,3,0,1,286,86
13383,1969,594,1188,1404,0,1404,2,0,3,7,1,2,504,160
1477,1970,121,630,630,0,630,1,0,1,3,0,1,286,80
1533,1970,546,546,798,546,1344,1,1,3,6,1,0,0,97
2217,1970,0,546,546,546,1092,1,1,3,6,0,1,286,88
7689,1972,0,796,796,0,796,1,0,2,4,0,1,336,131.9
7706,1993,0,384,1091,0,1091,1,0,2,5,0,1,429,131.25
9101,1978,0,1097,1110,0,1110,1,0,1,4,1,2,602,165.5
8780,1985,208,833,833,0,833,1,0,3,5,0,0,0,112
7669,1992,0,828,883,0,883,1,0,2,5,1,2,698,149
14115,1993,64,796,796,566,1362,1,1,1,5,0,2,480,143
10429,1992,294,624,624,663,1287,1,1,3,6,0,2,440,130
9819,1977,0,1567,1567,0,1567,2,0,2,5,2,2,714,196
10457,1969,0,784,784,848,1632,1,1,4,7,1,2,898,173
11029,1958,245,1184,1414,0,1414,1,0,3,6,1,2,601,176.5
12925,1970,340,1205,2117,0,2117,2,1,4,7,2,2,550,237.5
11075,1969,176,952,1092,1020,2112,2,1,4,9,2,2,576,206.9
8702,1997,220,926,926,678,1604,2,1,3,7,1,2,470,187.5
8139,1995,204,680,680,790,1470,2,1,3,7,1,2,420,165
9535,1998,75,926,926,678,1604,2,1,3,7,0,2,472,195.5
9042,1998,115,943,943,695,1638,2,1,3,7,2,2,472,192
15038,1996,778,916,916,720,1636,2,1,3,7,1,2,386,173
14137,1996,898,1348,1384,0,1384,2,0,3,7,0,2,404,177.9
21872,1996,125,729,729,717,1446,2,1,3,6,1,2,406,175
4923,2001,440,1593,1593,0,1593,1,1,0,5,1,2,682,286
6264,1997,1008,1664,1682,0,1682,1,1,1,6,1,2,528,247.9
5395,1993,604,1337,1337,0,1337,2,0,2,5,1,2,462,180
5070,1992,1280,1280,1280,0,1280,2,0,2,5,0,2,506,180
10839,1997,926,926,926,678,1604,2,1,3,7,1,2,470,181
11184,1998,932,932,932,701,1633,2,1,3,7,1,2,460,183
8000,1995,554,773,773,885,1658,2,1,3,8,1,2,431,188
10832,1994,712,712,1086,809,1895,2,1,3,7,1,2,409,194.5
14067,1991,332,836,851,858,1709,2,1,3,7,0,2,416,185
4671,1988,461,1228,1228,0,1228,2,0,2,5,1,2,472,189
5950,1989,1018,1337,1337,0,1337,2,0,2,5,1,2,462,188.5
13543,2005,1152,1168,1168,1332,2500,3,1,5,9,1,3,683,355
11198,2005,1122,1122,1134,1370,2504,2,1,4,11,1,3,656,325
15401,2004,547,1884,1884,0,1884,2,0,2,7,1,3,670,387
31220,1952,1632,1632,1474,0,1474,1,0,3,7,2,2,495,115
8118,2007,676,1710,1710,0,1710,2,0,2,6,1,2,557,334
47280,1950,1488,1488,1488,0,1488,2,1,3,6,1,2,738,133
20544,1986,791,791,1236,857,2093,2,1,3,7,1,2,542,215
12680,1988,692,1675,1688,0,1688,2,0,2,6,1,2,528,226.5
12090,1981,606,1422,1422,0,1422,2,0,3,7,1,2,576,175.5
10825,1983,513,1260,1260,0,1260,2,0,3,6,0,2,598,181.9
18559,1978,656,2048,2064,0,2064,2,0,3,7,2,2,550,235
14450,1979,469,1782,1782,0,1782,2,0,3,6,1,2,551,220
12227,1977,434,1330,1542,1330,2872,2,1,4,11,1,2,619,272
13068,1976,273,1211,1211,0,1211,2,0,3,6,1,2,461,161
15611,1977,266,1126,1126,0,1126,2,0,3,6,0,2,540,175
10400,1980,738,738,1277,767,2044,2,1,3,7,1,2,489,185
9743,1969,440,720,720,588,1308,1,1,3,7,0,2,484,146.9
12511,1978,432,1420,1420,1420,2840,2,1,4,8,2,4,1314,292.5
11361,1976,549,1193,1523,0,1523,2,0,3,7,1,2,478,180
10400,1976,1444,1444,1444,0,1444,2,0,2,5,1,2,473,159.9
10480,1976,400,803,1098,866,1964,2,1,4,8,1,2,483,205
10000,1973,92,1176,1178,0,1178,1,1,3,5,1,2,439,157
14311,1996,213,1236,1236,1104,2340,2,1,4,9,1,3,787,306
9000,1974,896,896,896,896,1792,2,2,4,8,0,2,480,133
9750,1969,14,1054,1054,0,1054,1,1,3,6,0,2,460,151
10295,1969,684,936,936,0,936,1,0,2,4,0,1,288,111.9
7560,1971,132,864,864,0,864,1,0,3,5,0,2,576,123
12735,1972,264,864,864,0,864,1,0,3,5,0,2,576,111.25
4060,1998,1139,1405,1337,0,1337,2,0,2,5,0,2,511,181
1680,1973,25,483,483,504,987,1,1,2,5,0,1,264,103.4
1680,1973,153,483,483,504,987,1,1,2,5,0,1,264,100
1890,1972,0,483,483,504,987,1,1,2,5,0,1,352,100.5
1869,1970,162,483,483,504,987,1,1,2,5,0,1,280,106
1680,1971,96,483,483,504,987,1,1,2,4,0,1,264,85.4
1680,1971,125,483,483,504,987,1,1,2,5,0,1,264,89.5
1680,1972,280,630,630,672,1302,2,1,3,6,0,1,264,111.75
4043,1977,510,1069,1069,0,1069,2,0,2,4,0,2,440,140
2308,1975,275,855,855,601,1456,2,1,4,7,0,2,460,143
2529,1977,677,1055,1055,0,1055,2,0,2,4,0,2,440,148.5
9477,1966,524,864,892,0,892,1,0,3,5,0,1,264,110
12444,2008,596,1932,1932,0,1932,2,0,2,7,1,3,774,394.617
12474,2007,402,1682,1742,590,2332,2,1,3,9,1,3,846,426
14803,2007,442,2078,2084,0,2084,2,0,2,7,1,3,1220,385
14948,2008,122,1452,1476,1237,2713,2,1,3,11,1,3,858,446.261
12704,2007,570,1582,1582,0,1582,2,0,3,7,0,3,905,317.5
13891,2007,310,1710,1710,0,1710,2,0,2,6,1,3,866,372.402
13693,2007,195,2418,2464,0,2464,2,1,4,9,1,3,650,417.5
14418,2007,575,1950,1950,0,1950,2,0,2,7,1,3,706,383
13418,2006,430,1850,1850,898,2748,2,1,4,9,1,3,850,390
12539,2005,538,1620,1632,1158,2790,2,1,4,10,1,4,1150,460
12151,2005,165,1414,1414,917,2331,2,1,3,9,1,3,1003,379
8899,2007,908,948,948,1140,2088,2,1,4,10,1,3,656,250
10574,2004,292,1148,1170,1162,2332,2,1,4,9,1,3,756,316
12720,2003,278,2535,2470,0,2470,1,1,1,7,2,3,789,615
13688,2003,556,1572,1572,1096,2668,2,1,3,10,2,3,726,412.5
10625,2003,132,998,1006,1040,2046,2,1,3,8,1,3,871,284
10845,2003,454,1603,1575,0,1575,2,0,2,7,1,3,732,284
16900,2001,404,1479,1515,1134,2649,2,1,4,10,1,3,746,421.25
16451,2003,1765,1765,1804,886,2690,2,1,4,9,1,3,795,370
10110,2008,1486,1858,1866,0,1866,2,0,2,7,1,3,870,336.86
8769,2008,162,1702,1702,0,1702,1,1,1,7,1,3,1052,367.294
12304,2005,1347,1367,1367,0,1367,2,0,2,6,1,2,484,192
12677,2003,300,1518,1518,0,1518,1,1,1,6,1,2,588,274
8849,2005,1656,1684,1684,0,1684,2,0,2,6,1,2,564,266
8232,2007,596,1800,1800,0,1800,2,0,2,6,1,3,944,370.967
6240,2006,496,1342,1342,0,1342,2,0,2,6,1,2,550,234.25
6240,2006,1318,1342,1342,0,1342,2,0,2,6,1,2,550,219.5
2448,2003,764,764,764,862,1626,2,1,2,6,0,2,474,155
2448,2003,191,764,764,862,1626,2,1,2,6,0,2,474,154
8198,2004,638,1358,1358,0,1358,2,0,2,6,1,2,484,207
3940,2003,342,1415,1455,0,1455,2,0,2,6,1,3,644,195
3940,2004,306,1393,1576,0,1576,2,0,2,7,1,3,668,219.99
3182,2005,1330,1346,1504,0,1504,2,0,2,7,1,2,437,191
3182,2007,1266,1266,1266,0,1266,2,0,2,6,1,2,388,159.895
3710,2007,1146,1146,1246,0,1246,2,0,2,5,1,2,428,187.687
9024,2004,789,789,813,702,1515,2,1,3,8,1,2,393,179
7415,2004,80,839,864,729,1593,2,1,3,8,1,2,398,193
9587,2005,201,856,1166,0,1166,2,0,2,5,0,2,400,190
8029,2005,728,728,728,728,1456,2,1,3,8,0,2,400,176
8010,2002,840,840,840,880,1720,2,1,3,7,1,2,400,188
8396,2003,847,847,847,1139,1986,2,1,4,9,1,2,434,213
7301,2007,474,1350,1358,0,1358,2,0,2,6,1,2,484,217.3
10261,2000,936,936,962,830,1792,2,1,3,8,1,2,451,186.5
8220,2000,438,982,1008,884,1892,2,1,3,8,1,2,431,226.75
15384,2004,64,788,788,702,1490,2,1,3,8,1,2,388,184
7750,2002,707,707,707,707,1414,2,1,3,6,1,2,403,176
12460,1999,167,1037,1037,1285,2322,2,1,4,8,1,2,400,225
8390,1999,831,831,873,778,1651,2,1,3,7,1,2,450,185.9
9660,1997,1173,1173,1182,1017,2199,2,1,3,9,1,2,516,284.5
9200,1998,484,1470,1470,1160,2630,2,1,4,8,1,3,696,315
14260,2000,490,1145,1145,1053,2198,2,1,4,9,1,3,836,250
11000,2000,1519,1519,1533,639,2172,2,1,4,8,1,3,687,291
11675,1998,322,1982,2006,0,2006,2,0,2,5,1,3,938,350
10990,1996,213,1064,1064,1061,2125,2,1,4,12,2,2,576,279.5
11929,1995,1242,1242,1251,1250,2501,2,1,4,9,1,3,751,290
10437,1995,413,2109,2113,0,2113,2,1,2,7,1,3,839,350
10542,1993,138,1311,1325,1093,2418,2,1,3,9,1,3,983,341
10010,1993,0,1080,1108,1089,2197,2,1,4,9,1,3,783,287.5
10944,1994,223,1223,1223,904,2127,2,1,3,5,2,2,525,271
14303,1994,672,1986,1987,0,1987,2,0,2,7,1,2,691,301.5
11932,2007,1580,1580,1580,0,1580,2,0,3,7,0,3,830,235.128
14598,2007,894,894,894,1039,1933,2,1,4,9,1,3,668,214
11957,2006,1550,1574,1574,0,1574,2,0,3,7,1,3,824,232
13253,2006,482,1578,1578,0,1578,2,0,3,7,1,3,642,240
14587,2008,1498,1498,1506,0,1506,2,0,2,6,1,2,592,264.132
10206,2007,1530,1563,1563,0,1563,2,0,3,6,1,3,758,245
12274,2008,1417,1417,1428,0,1428,2,0,3,6,0,2,554,227.68
9801,2007,1341,1341,1341,520,1861,3,0,3,7,1,3,851,257
9428,2007,226,955,955,919,1874,2,1,3,8,1,3,880,297.9
10037,2006,794,1460,1460,0,1460,2,0,3,6,1,2,480,247
8640,2007,1339,1363,1372,0,1372,2,0,3,6,0,2,588,212.7
8640,2007,1372,1372,1372,0,1372,2,0,3,6,0,2,529,250.58
11639,2007,1428,1428,1428,0,1428,2,0,3,6,0,2,480,182
9803,2005,466,866,866,902,1768,2,1,3,7,0,2,603,226.7
9375,2003,1053,1053,1053,939,1992,2,1,3,9,1,2,648,250
10625,2005,1026,1026,1026,932,1958,2,1,3,9,1,3,936,250
10800,2007,245,1034,1050,1028,2078,2,1,3,8,1,3,836,339.75
8125,2007,813,813,822,843,1665,2,1,3,7,0,2,562,205.95
10625,2007,1660,1660,1660,0,1660,2,0,3,7,1,3,660,256
7500,2007,316,1218,1218,0,1218,2,0,2,6,0,2,462,230.348
8791,2003,361,864,864,864,1728,2,1,3,7,0,2,673,207.5
7500,2004,400,1080,1080,0,1080,1,0,3,6,0,0,0,141
10110,2003,200,835,835,861,1696,2,1,3,7,0,2,542,188
12774,2003,835,835,835,828,1663,2,1,3,8,0,2,478,192.5
13072,2005,1095,1175,1175,0,1175,1,0,3,6,0,0,0,146
13695,2004,468,1114,1114,0,1114,1,1,3,6,0,2,576,159
13695,2003,300,1114,1114,0,1114,1,0,3,6,0,2,576,155
8366,2004,798,798,798,842,1640,2,1,3,6,0,2,520,173
9260,2007,1162,1162,1162,0,1162,2,0,3,6,0,2,483,170
8453,1995,392,754,754,855,1609,2,1,3,6,0,2,525,182
8480,1993,284,886,886,794,1680,2,1,3,7,0,2,474,163
8125,1994,270,1408,1679,0,1679,2,0,3,7,1,2,575,193.5
14565,1994,295,832,832,825,1657,2,1,3,6,0,2,483,189
8450,2001,355,827,827,850,1677,2,1,3,7,0,2,627,190.5
8285,1992,439,836,844,893,1737,2,1,3,7,0,2,506,175
7153,1991,78,1278,1294,0,1294,2,0,3,6,0,2,496,179.2
9291,1993,406,832,832,878,1710,2,1,3,7,0,2,506,187
8012,1993,598,1604,1617,0,1617,2,0,2,5,1,2,533,193
7892,1993,899,1199,1199,0,1199,2,0,2,5,0,2,530,153.9
9100,1963,132,984,984,0,984,1,0,3,5,1,1,384,128
12968,1962,175,912,912,0,912,1,0,2,4,0,1,352,144
8100,1961,100,864,864,0,864,1,0,3,5,1,1,420,135
8450,1968,0,890,890,0,890,1,0,3,5,0,1,308,115
6360,1963,375,864,864,0,864,1,0,3,5,0,1,276,119.916
6768,1961,80,912,912,0,912,1,0,3,5,0,1,288,142
19508,1974,630,1430,1430,0,1430,2,0,3,6,2,2,484,192
10759,1972,0,1001,1001,640,1641,2,0,4,5,1,2,490,140
9205,1990,226,930,1364,1319,2683,2,1,4,9,2,2,473,290
11025,1993,1328,1848,1827,959,2786,2,1,4,10,1,2,636,372.5
4282,2004,1375,1391,1391,0,1391,2,0,2,5,0,2,530,196
4017,2006,625,625,625,625,1250,2,1,2,5,0,2,625,171.9
3435,2004,1211,1235,1245,0,1245,2,0,1,5,0,2,495,178
3180,2005,210,600,600,600,1200,2,1,2,5,0,2,480,165
3180,2007,689,689,703,689,1392,2,0,2,5,0,2,540,146
3604,2007,689,689,703,689,1392,2,0,2,5,0,2,540,146
2280,1999,195,744,757,744,1501,2,1,3,6,0,2,440,179.4
2280,1999,194,744,757,792,1549,2,1,3,6,0,2,440,172.9
4765,2000,587,1614,1638,0,1638,2,0,2,5,1,2,495,300
4538,2001,306,1310,1310,0,1310,1,1,1,5,1,2,545,285
4385,2001,455,1419,1419,0,1419,1,1,2,5,1,2,588,290
4109,1999,416,1557,1557,0,1557,2,0,2,5,1,2,484,305
5119,1999,460,1698,1709,0,1709,2,0,2,5,1,2,506,328.9
2160,1999,90,600,624,628,1252,2,1,2,4,0,2,462,160
2160,1999,72,672,684,720,1404,2,1,3,5,0,2,462,170
10646,2001,177,858,872,917,1789,2,1,3,7,1,2,546,223
2645,1999,348,960,962,624,1586,2,1,3,7,0,2,480,170
2645,1999,147,960,962,645,1607,2,1,3,7,0,2,480,200
3951,1998,0,970,1469,924,2393,2,1,2,7,1,2,846,345
14963,1996,474,1260,1288,0,1288,1,1,1,4,2,2,500,245.5
11064,1995,0,1230,1239,0,1239,1,1,1,4,1,2,477,217.5
10846,1993,100,1719,1719,0,1719,1,1,1,6,2,2,473,324
11120,1984,572,1232,1232,0,1232,2,0,3,6,0,2,516,162.5
24572,1977,584,994,1599,1345,2944,2,2,3,9,1,3,864,150
16280,1976,0,1426,1671,0,1671,3,0,3,6,1,2,550,290
7500,2002,952,952,952,860,1812,2,1,3,7,1,2,469,205
10400,1970,1304,1304,1682,0,1682,2,0,3,7,1,2,530,174
